fname,itp,its,channels,network,magnitude
IM.NV03._2008-05-24T21_45_35.508_2008-05-24T21_51_21.439.npz,752,8589,SHZ,IM,2.7
IM.NV03._2008-05-24T23_02_13.484_2008-05-24T23_06_24.180.npz,2400,6428,SHZ,IM,1.8
IM.NV03._2008-05-24T23_22_07.311_2008-05-24T23_27_02.467.npz,475,6281,SHZ,IM,4.1
IM.NV03._2008-05-24T23_24_32.431_2008-05-24T23_29_27.888.npz,734,6552,SHZ,IM,5.1
IM.NV03._2008-05-25T01_54_58.147_2008-05-25T01_59_50.779.npz,894,6600,SHZ,IM,2.7
IM.NV03._2008-05-25T05_32_35.699_2008-05-25T05_36_45.314.npz,2400,6385,SHZ,IM,3.4
IM.NV03._2008-05-25T12_50_00.116_2008-05-25T12_53_28.665.npz,88,3601,SHZ,IM,2.8
IM.NV03._2008-05-25T15_27_12.756_2008-05-25T15_31_31.079.npz,2400,6733,SHZ,IM,1.9
IM.NV03._2008-05-25T18_39_43.762_2008-05-25T18_43_51.091.npz,2400,6293,SHZ,IM,2.6
IM.NV03._2008-05-25T22_13_13.754_2008-05-25T22_18_17.759.npz,849,7009,SHZ,IM,1.8
IM.NV03._2008-05-26T16_26_43.984_2008-05-26T16_31_00.780.npz,2400,6672,SHZ,IM,1.9
IM.NV03._2008-05-26T17_32_19.872_2008-05-26T17_36_35.544.npz,2400,6627,SHZ,IM,2.9
IM.NV03._2008-05-26T18_08_42.979_2008-05-26T18_12_58.622.npz,2400,6625,SHZ,IM,3.4
IM.NV03._2008-05-26T18_14_29.708_2008-05-26T18_19_07.804.npz,327,5451,SHZ,IM,2.0
IM.NV03._2008-05-26T18_28_20.136_2008-05-26T18_32_35.027.npz,2400,6596,SHZ,IM,2.1
IM.NV03._2008-05-26T19_31_17.447_2008-05-26T19_36_44.381.npz,919,7997,SHZ,IM,3.3
IM.NV03._2008-05-26T20_38_04.079_2008-05-26T20_42_21.889.npz,2400,6712,SHZ,IM,1.9
IM.NV03._2008-05-27T00_02_58.023_2008-05-27T00_07_13.622.npz,2400,6624,SHZ,IM,3.6
IM.NV03._2008-05-27T00_17_00.253_2008-05-27T00_22_33.431.npz,436,7763,SHZ,IM,2.7
IM.NV03._2008-05-27T06_48_31.725_2008-05-27T06_54_10.840.npz,517,8082,SHZ,IM,3.2
IM.NV03._2008-05-27T09_07_47.127_2008-05-27T09_13_17.837.npz,448,7676,SHZ,IM,2.7
IM.NV03._2008-05-27T09_16_32.189_2008-05-27T09_20_59.958.npz,782,5493,SHZ,IM,3.8
IM.NV03._2008-05-27T11_26_42.510_2008-05-27T11_30_56.735.npz,2400,6569,SHZ,IM,2.0
IM.NV03._2008-05-27T13_16_13.743_2008-05-27T13_20_28.977.npz,2400,6610,SHZ,IM,2.2
IM.NV03._2008-05-27T20_43_35.006_2008-05-27T20_47_54.165.npz,2400,6766,SHZ,IM,1.6
IM.NV03._2008-05-27T21_03_02.982_2008-05-27T21_07_23.794.npz,2400,6832,SHZ,IM,1.6
IM.NV03._2008-05-28T05_37_06.476_2008-05-28T05_41_23.886.npz,2400,6696,SHZ,IM,1.7
IM.NV03._2008-05-28T06_08_32.602_2008-05-28T06_12_52.146.npz,2400,6781,SHZ,IM,2.6
IM.NV03._2008-05-28T08_56_19.113_2008-05-28T09_00_33.455.npz,2400,6574,SHZ,IM,1.8
IM.NV03._2008-05-28T10_34_14.810_2008-05-28T10_38_35.370.npz,2400,6822,SHZ,IM,1.2
IM.NV03._2008-05-28T12_33_54.372_2008-05-28T12_38_10.638.npz,2400,6651,SHZ,IM,2.3
IM.NV03._2008-05-28T18_19_28.999_2008-05-28T18_23_48.337.npz,2400,6774,SHZ,IM,1.6
IM.NV03._2008-05-28T20_50_55.768_2008-05-28T20_54_47.898.npz,2400,5685,SHZ,IM,2.8
IM.NV03._2008-05-28T22_12_17.286_2008-05-28T22_16_38.321.npz,2400,6841,SHZ,IM,1.7
IM.NV03._2008-05-29T00_51_50.399_2008-05-29T00_56_09.960.npz,2400,6783,SHZ,IM,1.7
IM.NV03._2008-05-29T02_29_44.095_2008-05-29T02_32_49.973.npz,3600,5752,SHZ,IM,3.2
IM.NV03._2008-05-29T02_35_49.650_2008-05-29T02_40_02.580.npz,2400,6518,SHZ,IM,1.9
IM.NV03._2008-05-29T06_09_42.289_2008-05-29T06_15_28.033.npz,309,8139,SHZ,IM,2.3
IM.NV03._2008-05-29T07_03_26.932_2008-05-29T07_07_46.758.npz,2400,6793,SHZ,IM,1.5
IM.NV03._2008-05-29T08_24_38.237_2008-05-29T08_28_55.952.npz,2400,6709,SHZ,IM,2.3
IM.NV03._2008-05-29T15_35_49.582_2008-05-29T15_40_56.086.npz,583,6843,SHZ,IM,2.1
IM.NV03._2008-05-29T17_45_19.020_2008-05-29T17_50_09.030.npz,761,6362,SHZ,IM,2.4
IM.NV03._2008-05-29T17_46_39.930_2008-05-29T17_50_59.754.npz,2400,6793,SHZ,IM,2.7
IM.NV03._2008-05-29T18_02_04.373_2008-05-29T18_06_24.151.npz,2400,6792,SHZ,IM,1.5
IM.NV03._2008-05-29T18_03_48.739_2008-05-29T18_08_08.127.npz,2400,6776,SHZ,IM,2.9
IM.NV03._2008-05-29T19_05_19.416_2008-05-29T19_09_35.841.npz,2400,6657,SHZ,IM,1.7
IM.NV03._2008-05-29T19_26_29.095_2008-05-29T19_30_48.608.npz,2400,6781,SHZ,IM,1.5
IM.NV03._2008-05-29T21_23_38.920_2008-05-29T21_27_59.761.npz,2400,6834,SHZ,IM,1.3
IM.NV03._2008-05-29T23_04_28.849_2008-05-29T23_08_50.213.npz,2400,6855,SHZ,IM,1.5
IM.NV03._2008-05-29T23_40_06.015_2008-05-29T23_46_01.992.npz,507,8746,SHZ,IM,2.6
IM.NV03._2008-05-30T03_36_46.608_2008-05-30T03_42_31.740.npz,800,8605,SHZ,IM,2.4
IM.NV03._2008-05-30T03_48_49.399_2008-05-30T03_52_26.064.npz,497,4497,SHZ,IM,2.8
IM.NV03._2008-05-30T04_48_32.276_2008-05-30T04_52_16.195.npz,956,5390,SHZ,IM,4.0
IM.NV03._2008-05-30T06_43_31.782_2008-05-30T06_47_26.701.npz,2400,5797,SHZ,IM,2.9
IM.NV03._2008-05-30T07_11_56.431_2008-05-30T07_16_20.146.npz,2400,6948,SHZ,IM,2.6
IM.NV03._2008-05-30T07_46_09.262_2008-05-30T07_50_27.399.npz,2400,6725,SHZ,IM,1.8
IM.NV03._2008-05-30T12_41_03.791_2008-05-30T12_46_48.443.npz,808,8594,SHZ,IM,5.0
IM.NV03._2008-05-30T13_32_01.995_2008-05-30T13_37_47.147.npz,782,8588,SHZ,IM,2.2
IM.NV03._2008-05-30T13_48_37.625_2008-05-30T13_52_55.215.npz,2400,6704,SHZ,IM,1.4
IM.NV03._2008-05-30T14_28_54.098_2008-05-30T14_34_40.037.npz,176,8014,SHZ,IM,2.3
IM.NV03._2008-05-30T15_49_37.663_2008-05-30T15_55_22.547.npz,228,8023,SHZ,IM,2.2
IM.NV03._2008-05-30T16_05_43.451_2008-05-30T16_11_27.149.npz,525,8272,SHZ,IM,2.4
IM.NV03._2008-05-30T19_18_28.241_2008-05-30T19_22_46.039.npz,2400,6712,SHZ,IM,1.8
IM.NV03._2008-05-30T21_43_10.574_2008-05-30T21_47_29.786.npz,2400,6769,SHZ,IM,2.1
IM.NV03._2008-05-30T22_29_11.651_2008-05-30T22_34_55.945.npz,783,8554,SHZ,IM,2.5
IM.NV03._2008-05-31T19_13_36.773_2008-05-31T19_17_37.129.npz,2400,6015,SHZ,IM,3.0
IM.NV03._2008-06-01T01_49_07.060_2008-06-01T01_53_25.899.npz,2400,6753,SHZ,IM,2.1
IM.NV03._2008-06-01T11_58_11.640_2008-06-01T12_02_49.761.npz,2400,7525,SHZ,IM,2.2
IM.NV03._2008-06-01T13_44_00.715_2008-06-01T13_48_20.818.npz,2400,6804,SHZ,IM,1.7
IM.NV03._2008-06-01T14_26_21.193_2008-06-01T14_31_45.733.npz,810,7792,SHZ,IM,4.3
IM.NV03._2008-06-01T15_04_23.556_2008-06-01T15_09_48.209.npz,448,7434,SHZ,IM,2.1
IM.NV03._2008-06-01T16_47_09.237_2008-06-01T16_51_29.209.npz,2400,6799,SHZ,IM,3.4
IM.NV03._2008-06-01T18_33_28.456_2008-06-01T18_39_09.275.npz,952,8585,SHZ,IM,2.3
IM.NV03._2008-06-01T19_16_47.678_2008-06-01T19_21_05.338.npz,2400,6706,SHZ,IM,2.0
IM.NV03._2008-06-01T19_48_20.692_2008-06-01T19_52_40.848.npz,2400,6806,SHZ,IM,1.6
IM.NV03._2008-06-02T00_33_32.218_2008-06-02T00_38_34.981.npz,746,6857,SHZ,IM,4.0
IM.NV03._2008-06-02T04_38_18.059_2008-06-02T04_42_25.741.npz,2400,6307,SHZ,IM,2.9
IM.NV03._2008-06-02T04_43_14.224_2008-06-02T04_47_21.978.npz,2400,6311,SHZ,IM,2.8
IM.NV03._2008-06-02T04_59_54.234_2008-06-02T05_04_02.180.npz,2400,6318,SHZ,IM,3.1
IM.NV03._2008-06-02T05_13_24.886_2008-06-02T05_17_18.617.npz,2400,5749,SHZ,IM,3.2
IM.NV03._2008-06-02T05_14_15.788_2008-06-02T05_18_24.287.npz,2400,6340,SHZ,IM,3.1
IM.NV03._2008-06-02T05_30_17.773_2008-06-02T05_34_26.024.npz,2400,6330,SHZ,IM,3.0
IM.NV03._2008-06-02T08_44_50.274_2008-06-02T08_49_06.939.npz,2400,6667,SHZ,IM,1.7
IM.NV03._2008-06-02T09_51_04.909_2008-06-02T09_55_15.399.npz,2400,6419,SHZ,IM,2.3
IM.NV03._2008-06-02T12_27_18.375_2008-06-02T12_31_35.006.npz,2400,6666,SHZ,IM,2.3
IM.NV03._2008-06-02T17_51_50.947_2008-06-02T17_56_46.275.npz,541,6355,SHZ,IM,5.2
IM.NV03._2008-06-03T00_41_09.110_2008-06-03T00_45_19.104.npz,2400,6400,SHZ,IM,2.7
IM.NV03._2008-06-03T01_08_42.068_2008-06-03T01_12_49.686.npz,2400,6305,SHZ,IM,3.0
IM.NV03._2008-06-03T10_25_16.988_2008-06-03T10_29_38.015.npz,2400,6841,SHZ,IM,1.6
IM.NV03._2008-06-03T12_39_47.107_2008-06-03T12_43_57.093.npz,2400,6399,SHZ,IM,2.8
IM.NV03._2008-06-03T12_42_43.548_2008-06-03T12_46_53.626.npz,2400,6404,SHZ,IM,2.5
IM.NV03._2008-06-03T12_50_32.992_2008-06-03T12_54_43.433.npz,2400,6418,SHZ,IM,2.8
IM.NV03._2008-06-03T12_52_13.542_2008-06-03T12_56_23.882.npz,2400,6414,SHZ,IM,3.0
IM.NV03._2008-06-03T15_34_17.535_2008-06-03T15_38_28.177.npz,2400,6426,SHZ,IM,2.9
IM.NV03._2008-06-03T15_42_02.318_2008-06-03T15_46_12.603.npz,2400,6412,SHZ,IM,3.1
IM.NV03._2008-06-03T20_40_48.502_2008-06-03T20_45_20.404.npz,766,5642,SHZ,IM,3.3
IM.NV03._2008-06-03T23_06_46.377_2008-06-03T23_10_44.072.npz,2400,5907,SHZ,IM,3.1
IM.NV03._2008-06-04T02_28_51.237_2008-06-04T02_32_28.211.npz,191,4209,SHZ,IM,3.9
IM.NV03._2008-06-04T03_37_58.552_2008-06-04T03_42_09.405.npz,2400,6434,SHZ,IM,1.9
IM.NV03._2008-06-04T07_35_49.124_2008-06-04T07_41_34.731.npz,348,8173,SHZ,IM,2.4
IM.NV03._2008-06-04T12_22_16.332_2008-06-04T12_26_46.583.npz,619,5429,SHZ,IM,2.5
IM.NV03._2008-06-04T13_10_59.606_2008-06-04T13_15_11.598.npz,2400,6479,SHZ,IM,1.8
IM.NV03._2008-06-04T21_16_38.182_2008-06-04T21_20_13.981.npz,916,4864,SHZ,IM,2.5
IM.NV03._2008-06-04T22_59_55.732_2008-06-04T23_03_11.579.npz,3600,6351,SHZ,IM,2.9
IM.NV03._2008-06-04T23_32_51.192_2008-06-04T23_36_50.091.npz,2400,5956,SHZ,IM,3.5
IM.NV03._2008-06-05T00_09_29.618_2008-06-05T00_13_39.858.npz,2400,6410,SHZ,IM,2.4
IM.NV03._2008-06-05T02_59_48.680_2008-06-05T03_04_23.698.npz,735,5735,SHZ,IM,2.5
IM.NV03._2008-06-05T03_03_40.572_2008-06-05T03_08_15.529.npz,741,5740,SHZ,IM,2.7
IM.NV03._2008-06-05T07_23_14.425_2008-06-05T07_27_32.333.npz,2400,6717,SHZ,IM,1.8
IM.NV03._2008-06-05T09_02_11.101_2008-06-05T09_08_00.435.npz,488,8461,SHZ,IM,2.2
IM.NV03._2008-06-05T09_30_45.957_2008-06-05T09_35_11.681.npz,2400,7029,SHZ,IM,2.1
IM.NV03._2008-06-05T10_05_59.525_2008-06-05T10_10_16.021.npz,2400,6660,SHZ,IM,1.8
IM.NV03._2008-06-05T10_56_42.309_2008-06-05T11_01_00.081.npz,2400,6711,SHZ,IM,2.0
IM.NV03._2008-06-05T12_18_16.427_2008-06-05T12_23_05.280.npz,152,5706,SHZ,IM,3.0
IM.NV03._2008-06-05T13_45_57.430_2008-06-05T13_50_08.122.npz,2400,6427,SHZ,IM,2.8
IM.NV03._2008-06-05T14_34_10.192_2008-06-05T14_38_30.782.npz,2400,6824,SHZ,IM,2.6
IM.NV03._2008-06-05T19_22_19.041_2008-06-05T19_26_35.725.npz,2400,6668,SHZ,IM,2.4
IM.NV03._2008-06-05T19_32_43.706_2008-06-05T19_38_24.194.npz,413,8032,SHZ,IM,2.9
IM.NV03._2008-06-05T21_00_18.306_2008-06-05T21_04_33.440.npz,2400,6605,SHZ,IM,2.1
IM.NV03._2008-06-05T23_29_37.225_2008-06-05T23_33_57.929.npz,2400,6829,SHZ,IM,1.0
IM.NV03._2008-06-06T03_22_00.666_2008-06-06T03_25_45.715.npz,2400,5402,SHZ,IM,2.6
IM.NV03._2008-06-06T05_27_05.468_2008-06-06T05_31_21.278.npz,2400,6633,SHZ,IM,3.0
IM.NV03._2008-06-06T07_22_36.144_2008-06-06T07_26_51.441.npz,2400,6612,SHZ,IM,2.3
IM.NV03._2008-06-06T08_51_40.184_2008-06-06T08_55_17.783.npz,233,4289,SHZ,IM,3.0
IM.NV03._2008-06-06T09_02_42.412_2008-06-06T09_06_20.041.npz,265,4322,SHZ,IM,3.5
IM.NV03._2008-06-06T10_02_36.508_2008-06-06T10_06_15.008.npz,677,4787,SHZ,IM,2.9
IM.NV03._2008-06-06T16_29_38.169_2008-06-06T16_34_54.140.npz,568,7207,SHZ,IM,3.3
IM.NV03._2008-06-06T22_35_25.083_2008-06-06T22_39_42.818.npz,2400,6709,SHZ,IM,2.6
IM.NV03._2008-06-06T22_58_27.018_2008-06-06T23_02_44.700.npz,2400,6708,SHZ,IM,2.6
IM.NV03._2008-06-07T04_54_21.121_2008-06-07T04_59_58.669.npz,306,7808,SHZ,IM,2.3
IM.NV03._2008-06-07T08_31_21.656_2008-06-07T08_35_41.421.npz,2400,6790,SHZ,IM,1.8
IM.NV03._2008-06-07T14_01_44.333_2008-06-07T14_06_02.293.npz,2400,6718,SHZ,IM,2.2
IM.NV03._2008-06-07T18_04_00.276_2008-06-07T18_09_47.124.npz,668,8541,SHZ,IM,2.4
IM.NV03._2008-06-08T07_51_43.377_2008-06-08T07_57_11.001.npz,706,7811,SHZ,IM,2.5
IM.NV03._2008-06-08T08_06_03.074_2008-06-08T08_10_20.908.npz,2400,6714,SHZ,IM,2.7
IM.NV03._2008-06-08T09_23_00.719_2008-06-08T09_26_28.463.npz,387,3852,SHZ,IM,3.0
IM.NV03._2008-06-08T10_13_29.220_2008-06-08T10_16_52.342.npz,752,3939,SHZ,IM,3.2
IM.NV03._2008-06-08T11_09_46.264_2008-06-08T11_16_01.031.npz,659,9650,SHZ,IM,2.0
IM.NV03._2008-06-08T17_34_11.205_2008-06-08T17_39_34.485.npz,880,7811,SHZ,IM,2.5
IM.NV03._2008-06-08T17_53_12.420_2008-06-08T17_56_35.913.npz,3600,6810,SHZ,IM,3.6
IM.NV03._2008-06-08T17_54_50.284_2008-06-08T17_58_13.021.npz,476,3639,SHZ,IM,4.1
IM.NV03._2008-06-08T19_21_14.301_2008-06-08T19_25_32.394.npz,2400,6723,SHZ,IM,3.2
IM.NV03._2008-06-08T19_40_50.252_2008-06-08T19_45_08.307.npz,2400,6722,SHZ,IM,3.4
IM.NV03._2008-06-08T19_44_29.132_2008-06-08T19_48_47.091.npz,2400,6718,SHZ,IM,1.9
IM.NV03._2008-06-09T00_53_48.136_2008-06-09T00_58_06.171.npz,2400,6721,SHZ,IM,2.2
IM.NV03._2008-06-09T02_22_37.404_2008-06-09T02_26_55.420.npz,2400,6720,SHZ,IM,1.5
IM.NV03._2008-06-09T05_21_57.809_2008-06-09T05_26_15.750.npz,2400,6718,SHZ,IM,1.7
IM.NV03._2008-06-09T06_20_50.243_2008-06-09T06_25_08.132.npz,2400,6716,SHZ,IM,1.7
IM.NV03._2008-06-09T07_40_39.082_2008-06-09T07_44_02.085.npz,501,3681,SHZ,IM,2.8
IM.NV03._2008-06-09T08_02_56.235_2008-06-09T08_07_14.195.npz,2400,6718,SHZ,IM,1.4
IM.NV03._2008-06-09T11_31_23.386_2008-06-09T11_35_00.913.npz,432,4483,SHZ,IM,3.1
IM.NV03._2008-06-09T14_47_02.607_2008-06-09T14_51_21.994.npz,2400,6775,SHZ,IM,1.4
IM.NV03._2008-06-09T15_48_51.422_2008-06-09T15_53_09.292.npz,2400,6715,SHZ,IM,1.5
IM.NV03._2008-06-09T16_11_51.911_2008-06-09T16_16_09.852.npz,2400,6718,SHZ,IM,1.3
IM.NV03._2008-06-09T23_51_48.317_2008-06-09T23_56_06.343.npz,2400,6721,SHZ,IM,2.1
IM.NV03._2008-06-10T00_18_05.847_2008-06-10T00_21_29.168.npz,3600,6799,SHZ,IM,3.0
IM.NV03._2008-06-10T00_50_28.871_2008-06-10T00_54_20.344.npz,2400,5659,SHZ,IM,2.4
IM.NV03._2008-06-10T03_16_39.589_2008-06-10T03_20_57.513.npz,2400,6717,SHZ,IM,1.8
IM.NV03._2008-06-10T12_08_04.052_2008-06-10T12_12_22.186.npz,2400,6725,SHZ,IM,3.0
IM.NV03._2008-06-10T14_38_33.262_2008-06-10T14_43_58.239.npz,573,7572,SHZ,IM,2.2
IM.NV03._2008-06-10T18_14_34.700_2008-06-10T18_18_52.871.npz,2400,6727,SHZ,IM,1.7
IM.NV03._2008-06-10T19_19_53.661_2008-06-10T19_24_27.106.npz,880,5818,SHZ,IM,2.6
IM.NV03._2008-06-11T01_26_37.207_2008-06-11T01_30_58.746.npz,2400,6861,SHZ,IM,1.5
IM.NV03._2008-06-11T02_05_21.494_2008-06-11T02_09_38.024.npz,2400,6661,SHZ,IM,1.3
IM.NV03._2008-06-11T04_44_06.543_2008-06-11T04_50_03.044.npz,24,8284,SHZ,IM,3.0
IM.NV03._2008-06-11T06_44_11.874_2008-06-11T06_50_19.225.npz,829,9524,SHZ,IM,2.1
IM.NV03._2008-06-11T10_09_18.917_2008-06-11T10_14_05.657.npz,186,5656,SHZ,IM,2.2
IM.NV03._2008-06-11T10_41_04.834_2008-06-11T10_45_24.642.npz,2400,6792,SHZ,IM,1.7
IM.NV03._2008-06-11T13_01_37.052_2008-06-11T13_05_55.028.npz,2400,6719,SHZ,IM,1.4
IM.NV03._2008-06-11T16_32_36.831_2008-06-11T16_36_54.807.npz,2400,6719,SHZ,IM,2.3
IM.NV03._2008-06-11T22_25_58.597_2008-06-11T22_29_27.547.npz,112,3649,SHZ,IM,2.9
IM.NV03._2008-06-12T06_53_20.212_2008-06-12T06_57_33.519.npz,2400,6532,SHZ,IM,2.5
IM.NV03._2008-06-12T08_17_22.889_2008-06-12T08_22_47.268.npz,769,7744,SHZ,IM,2.3
IM.NV03._2008-06-12T09_06_07.985_2008-06-12T09_10_31.982.npz,2400,6960,SHZ,IM,1.8
IM.NV03._2008-06-12T10_02_54.024_2008-06-12T10_07_30.556.npz,367,5429,SHZ,IM,2.0
IM.NV03._2008-06-12T11_09_11.647_2008-06-12T11_13_29.644.npz,2400,6720,SHZ,IM,1.4
IM.NV03._2008-06-12T13_25_08.583_2008-06-12T13_30_54.134.npz,536,8358,SHZ,IM,2.4
IM.NV03._2008-06-12T14_28_07.152_2008-06-12T14_32_26.594.npz,2400,6777,SHZ,IM,1.7
IM.NV03._2008-06-12T15_51_24.315_2008-06-12T15_57_08.675.npz,662,8437,SHZ,IM,2.3
IM.NV03._2008-06-13T08_47_25.127_2008-06-13T08_52_01.616.npz,497,5556,SHZ,IM,2.1
IM.NV03._2008-06-13T10_01_03.053_2008-06-13T10_05_49.601.npz,644,6106,SHZ,IM,2.1
IM.NV03._2008-06-13T11_14_02.124_2008-06-13T11_18_21.633.npz,2400,6781,SHZ,IM,1.9
IM.NV03._2008-06-13T14_11_18.449_2008-06-13T14_15_13.457.npz,2400,5801,SHZ,IM,2.6
IM.NV03._2008-06-13T18_30_43.452_2008-06-13T18_34_13.231.npz,631,4217,SHZ,IM,3.9
IM.NV03._2008-06-13T18_33_09.223_2008-06-13T18_36_38.922.npz,852,4434,SHZ,IM,3.3
IM.NV03._2008-06-13T18_54_29.808_2008-06-13T18_57_58.300.npz,829,4339,SHZ,IM,2.5
IM.NV03._2008-06-13T20_30_56.039_2008-06-13T20_34_25.505.npz,42,3610,SHZ,IM,2.9
IM.NV03._2008-06-13T22_36_53.729_2008-06-13T22_40_59.137.npz,2400,6216,SHZ,IM,2.9
IM.NV03._2008-06-14T03_05_45.753_2008-06-14T03_11_10.245.npz,755,7734,SHZ,IM,2.0
IM.NV03._2008-06-14T04_17_54.520_2008-06-14T04_22_10.896.npz,2400,6655,SHZ,IM,1.9
IM.NV03._2008-06-14T06_00_47.943_2008-06-14T06_05_46.292.npz,227,6161,SHZ,IM,4.0
IM.NV03._2008-06-14T06_48_33.667_2008-06-14T06_53_27.678.npz,617,6378,SHZ,IM,5.2
IM.NV03._2008-06-14T10_40_22.957_2008-06-14T10_45_46.642.npz,25,6972,SHZ,IM,2.1
IM.NV03._2008-06-14T13_35_09.819_2008-06-14T13_39_59.424.npz,726,6310,SHZ,IM,2.9
IM.NV03._2008-06-14T16_26_34.444_2008-06-14T16_30_45.118.npz,2400,6427,SHZ,IM,2.7
IM.NV03._2008-06-14T16_56_35.877_2008-06-14T17_00_46.215.npz,2400,6413,SHZ,IM,2.9
IM.NV03._2008-06-14T17_05_56.383_2008-06-14T17_10_13.100.npz,2400,6669,SHZ,IM,2.2
IM.NV03._2008-06-14T18_53_33.596_2008-06-14T18_58_58.944.npz,117,7131,SHZ,IM,2.7
IM.NV03._2008-06-14T20_29_53.970_2008-06-14T20_34_13.047.npz,2400,6763,SHZ,IM,1.6
IM.NV03._2008-06-15T00_26_25.341_2008-06-15T00_31_14.216.npz,413,5968,SHZ,IM,2.0
IM.NV03._2008-06-15T03_00_23.667_2008-06-15T03_04_01.398.npz,350,4413,SHZ,IM,3.1
IM.NV03._2008-06-15T05_26_42.980_2008-06-15T05_30_20.720.npz,691,4754,SHZ,IM,3.2
IM.NV03._2008-06-15T19_27_44.133_2008-06-15T19_31_48.592.npz,2400,6178,SHZ,IM,3.1
IM.NV03._2008-06-15T21_40_33.864_2008-06-15T21_45_58.461.npz,859,7843,SHZ,IM,2.2
IM.NV03._2008-06-16T00_45_52.197_2008-06-16T00_50_08.464.npz,2400,6651,SHZ,IM,1.8
IM.NV03._2008-06-16T00_51_48.347_2008-06-16T00_56_04.389.npz,2400,6642,SHZ,IM,2.8
IM.NV03._2008-06-16T03_36_34.578_2008-06-16T03_40_56.262.npz,2400,6867,SHZ,IM,1.6
IM.NV03._2008-06-16T04_04_27.075_2008-06-16T04_08_44.616.npz,2400,6702,SHZ,IM,2.0
IM.NV03._2008-06-16T07_57_08.739_2008-06-16T08_01_29.179.npz,2400,6818,SHZ,IM,1.5
IM.NV03._2008-06-16T08_02_12.031_2008-06-16T08_06_29.803.npz,2400,6711,SHZ,IM,2.1
IM.NV03._2008-06-16T09_07_35.187_2008-06-16T09_11_51.729.npz,2400,6662,SHZ,IM,2.2
IM.NV03._2008-06-16T09_49_09.261_2008-06-16T09_53_25.895.npz,2400,6665,SHZ,IM,2.3
IM.NV03._2008-06-16T12_54_03.870_2008-06-16T12_58_19.338.npz,2400,6619,SHZ,IM,1.6
IM.NV03._2008-06-16T12_58_19.425_2008-06-16T13_02_36.158.npz,2400,6670,SHZ,IM,2.0
IM.NV03._2008-06-16T15_01_18.213_2008-06-16T15_05_35.015.npz,2400,6672,SHZ,IM,2.1
IM.NV03._2008-06-16T15_04_44.484_2008-06-16T15_09_01.024.npz,2400,6661,SHZ,IM,2.4
IM.NV03._2008-06-16T19_41_32.258_2008-06-16T19_45_43.006.npz,2400,6430,SHZ,IM,2.5
IM.NV03._2008-06-17T00_36_01.821_2008-06-17T00_40_49.906.npz,629,6153,SHZ,IM,3.8
IM.NV03._2008-06-17T01_24_57.445_2008-06-17T01_28_35.480.npz,426,4509,SHZ,IM,3.1
IM.NV03._2008-06-17T04_21_29.659_2008-06-17T04_25_46.678.npz,2400,6681,SHZ,IM,1.5
IM.NV03._2008-06-17T04_54_14.921_2008-06-17T04_58_31.809.npz,2400,6676,SHZ,IM,1.5
IM.NV03._2008-06-17T07_27_36.791_2008-06-17T07_31_05.409.npz,621,4138,SHZ,IM,2.8
IM.NV03._2008-06-17T07_38_26.297_2008-06-17T07_42_08.357.npz,542,4866,SHZ,IM,3.4
IM.NV03._2008-06-17T11_37_24.975_2008-06-17T11_43_38.259.npz,748,9680,SHZ,IM,2.0
IM.NV03._2008-06-17T14_01_19.235_2008-06-17T14_04_42.199.npz,825,4002,SHZ,IM,3.0
IM.NV03._2008-06-17T14_02_56.749_2008-06-17T14_07_13.109.npz,2400,6655,SHZ,IM,2.1
IM.NV03._2008-06-17T17_23_43.948_2008-06-17T17_28_00.313.npz,2400,6655,SHZ,IM,1.8
IM.NV03._2008-06-17T17_48_41.756_2008-06-17T17_52_58.274.npz,2400,6660,SHZ,IM,1.9
IM.NV03._2008-06-17T19_01_00.149_2008-06-17T19_05_51.647.npz,268,5928,SHZ,IM,3.8
IM.NV03._2008-06-18T00_59_10.730_2008-06-18T01_04_56.523.npz,948,8779,SHZ,IM,2.4
IM.NV03._2008-06-18T05_09_42.262_2008-06-18T05_14_05.793.npz,926,5467,SHZ,IM,2.5
IM.NV03._2008-06-18T06_49_10.184_2008-06-18T06_53_29.149.npz,2400,6758,SHZ,IM,2.6
IM.NV03._2008-06-18T06_49_46.079_2008-06-18T06_54_05.040.npz,2400,6758,SHZ,IM,2.8
IM.NV03._2008-06-18T06_51_06.803_2008-06-18T06_55_25.589.npz,2400,6751,SHZ,IM,4.1
IM.NV03._2008-06-18T06_59_52.735_2008-06-18T07_04_11.599.npz,2400,6754,SHZ,IM,1.9
IM.NV03._2008-06-18T07_04_04.567_2008-06-18T07_08_23.484.npz,2400,6757,SHZ,IM,1.4
IM.NV03._2008-06-18T07_25_11.983_2008-06-18T07_29_31.310.npz,2400,6773,SHZ,IM,1.0
IM.NV03._2008-06-18T08_35_24.920_2008-06-18T08_39_43.692.npz,2400,6751,SHZ,IM,1.6
IM.NV03._2008-06-18T08_54_55.747_2008-06-18T08_59_14.664.npz,2400,6757,SHZ,IM,1.3
IM.NV03._2008-06-18T09_09_47.102_2008-06-18T09_14_05.780.npz,2400,6747,SHZ,IM,3.1
IM.NV03._2008-06-18T10_13_28.801_2008-06-18T10_17_53.526.npz,2400,6989,SHZ,IM,1.5
IM.NV03._2008-06-18T10_54_50.539_2008-06-18T10_59_45.329.npz,504,6296,SHZ,IM,4.1
